date_accessed,source_name,title,url,reason,body_preview
2026-05-12 21:12,FedScoop,"HHS names three officials to lead AI, technology and data portfolios",https://fedscoop.com/hhs-names-three-officials-to-lead-ai-technology-and-data-portfolios/,"This article reports on new officials joining the Department of Health and Human Services, but does not describe a confirmed healthcare disruption or breach at a named entity.","The Department of Health and Human Services has three new officials to lead its artificial intelligence, technology and data work. According to biographies posted to the department’s website Monday, Alicia Rouault is the department’s new associate de"
2026-05-12 21:12,FedScoop,AI’s rising tide: Transforming government healthcare,https://fedscoop.com/video/ais-rising-tide-transforming-government-healthcare/,"This article discusses the potential of AI in government healthcare, but does not describe a confirmed cyberattack, breach, or operational disruption at a named healthcare entity.","By analyzing vast amounts of data, AI and machine learning are helping government healthcare agencies accelerate critical research, improve decision-making insights, and enhance outcomes across various health-related initiatives. But in a new FedScoo"
2026-05-12 21:12,FedScoop,NASA looking for new electronic health record system to support astronauts,https://fedscoop.com/nasa-looking-new-astronaut-electronic-health-record-system/,"NASA is researching options to replace an existing electronic health record system that supports some unique patients: astronauts, but the current system has limitations and a replacement would be implemented by July 2026.","NASA is researching options to replace an existing electronic health record system that supports some unique patients: astronauts. In a request for information , the agency said it’s looking to replace a system that currently holds roughly 30,000 rec"
2026-05-12 21:12,FedScoop,Agencies push for digital transformation amid security challenges,https://fedscoop.com/agencies-push-for-digital-transformation-amid-security-challenges/,"This article discusses digital transformation efforts among federal agencies, focusing on security and regulatory compliance, but does not describe a confirmed cyberattack, breach, or operational disruption at a named healthcare entity.","Federal agencies are increasingly focusing on digital transformation as part of their mission to provide efficient, secure and modern citizen services. Driven in part by the 21st Century Integrated Digital Experience Act (IDEA) and shifting public ex"
2026-05-12 21:13,FedScoop,The AI revolution: Why hardware matters more than ever for government,https://fedscoop.com/the-ai-revolution-why-hardware-matters-more-than-ever-for-government/,"This article discusses the importance of hardware in the AI revolution for government agencies, but it does not describe a real healthcare disruption or breach at a named entity.","AI has come to dominate IT conversations much like, and more so in many regards, than cloud computing conversations did nearly two decades ago. Clearly, AI’s rapidly developing capabilities promise to revolutionize everything from healthcare and educ"
2026-05-12 21:13,FedScoop,Ramping up digital fraud prevention with advanced verification tools,https://fedscoop.com/ramping-up-digital-fraud-prevention-with-advanced-verification-tools/,"This article discusses government efforts to strengthen identity verification and fraud prevention systems, but does not describe a confirmed healthcare disruption or breach at a named entity.","In an era of increasing digital fraud, federal and state government agencies are ramping up efforts to strengthen identity verification and fraud prevention systems. Modern solutions integrating third-party consumer data and device intelligence are b"
2026-05-12 21:13,FedScoop,Labor Department’s AI roadmap geared toward ‘worker empowerment’,https://fedscoop.com/labor-department-ai-roadmap-workers-unions/,"The article discusses the Labor Department's AI roadmap aimed at empowering workers without harming their rights, but does not describe a confirmed healthcare disruption or breach.","The Department of Labor is spelling out how artificial intelligence can boost job quality without harming the rights of workers, releasing a roadmap this week that aims to empower workforces in underserved communities as use of the emerging technolog"
2026-05-12 21:13,FedScoop,Christian Hoff,https://fedscoop.com/bio/christian-hoff/,"Christian Hoff is the Director of U.S. Federal Civilian and Health at Amazon Web Services, where he leads the public sector team in delivering cloud solutions to federal civilian and healthcare agencies.","Industry Leadership Christian Hoff is the Director of U.S. Federal Civilian and Health at Amazon Web Services, where he leads the public sector team in delivering cloud solutions to federal civilian and healthcare agencies. Hoff has been at the foref"
2026-05-12 21:13,FedScoop,Federal agencies face zero-trust cybersecurity crunch as OMB deadline looms,https://fedscoop.com/federal-agencies-face-zero-trust-cybersecurity-crunch-as-omb-deadline-looms/,"This article discusses federal agencies' cybersecurity challenges, but it does not describe a confirmed cyberattack or operational disruption at a named healthcare entity.",Federal agencies are counting down the days until September 30 to meet a combination of zero-trust cybersecurity requirements. The requirements are part of a multi-year strategy by the Office of Management and Budget (OMB) to apply various cybersecur
2026-05-12 21:13,FedScoop,VA plans to award AI tech sprint winners contracts for ambient medical transcription services,https://fedscoop.com/va-awards-ai-tech-sprint-winners-pilot-contracts-for-ambient-medical-transcription-services/,"The Department of Veterans Affairs plans to award contracts for an artificial intelligence-enabled healthcare dictation tool, but this is not a disruption or breach at a named healthcare entity.","The Department of Veterans Affairs released a notice of intent to issue sole source contracts for an artificial intelligence-enabled healthcare dictation tool late last week. On behalf of the Veterans Health Administration, the VA’s Strategic Acquisi"
2026-05-12 21:13,FedScoop,Intel’s Mark Valcich on how new technologies are improving mission-critical services,https://fedscoop.com/video/intels-mark-valcich-on-how-new-technologies-are-improving-mission-critical-services/,This article does not describe a confirmed healthcare disruption or breach at a named entity. It discusses new technologies improving mission-critical services in the federal civilian and healthcare agencies.,"Mark Valcich, Managing Director, Federal Civilian and Healthcare Agencies at Intel, shares examples of how agencies have built strong data governance into their cloud strategy and the effect it’s had on data storage, analysis and utilization. He also"
2026-05-12 21:13,FedScoop,MITRE announces AI sandbox for federal agency use,https://fedscoop.com/mitre-announces-ai-sandbox-for-federal-agency-use/,"MITRE is announcing an AI sandbox for federal agency use, but this does not constitute a disruption to healthcare operations.","By the end of the year, an artificial intelligence sandbox built by MITRE is expected to be operational for federal agency use, according to a Tuesday announcement from the nonprofit. MITRE, which operates federally funded R&D centers on behalf of ag"
2026-05-12 21:14,FedScoop,How DOD and Google Public Sector partnered using AI to fight cancer,https://fedscoop.com/how-dod-and-google-public-sector-partnered-using-ai-to-fight-cancer/,"This article discusses a collaboration between the Departments of Defense and Veterans Affairs, Google Public Sector, and Jenoptik to develop an augmented reality microscope (ARM) for cancer detection. The initiative aims to improve diagnostic accuracy and efficiency using AI, but it does not describe a current care stoppage or disruption at a named healthcare entity.",Approximately $1.7 billion of the Department of Defense’s annual budget is spent on cancer as part of a broader effort to improve military health care for more than 9 million eligible beneficiaries. As healthcare professionals and researchers continu
2026-05-12 21:14,FedScoop,How NIH’s National Library of Medicine is testing AI to match patients to clinical trials,https://fedscoop.com/how-nihs-national-library-of-medicine-is-testing-ai-to-match-patients-to-clinical-trials/,"The National Library of Medicine is testing AI to match patients to clinical trials, but no disruption or breach has been reported.","Few organizations in the world do more to turn biomedical and behavioral research into better health than the National Institutes of Health, its 27 institutes and centers and more than 18,000 employees. One of those institutes is the National Library"
2026-05-12 21:14,FedScoop,Embracing intelligent automation and strategic partnerships for federal innovation,https://fedscoop.com/embracing-intelligent-automation-and-strategic-partnerships-for-federal-innovation/,"This article discusses the importance of adopting a strategic approach to digital transformation and intelligent automation in government agencies, but does not describe a real, occurring healthcare disruption or breach at a named entity.","Robert Groat is the executive vice president of Strategy and Technology for SMX. He brings to his position more than 30 years of experience and strategy consulting skills in designing, developing, and delivering market-leading products and services, "
2026-05-12 21:14,FedScoop,Watchdog report ties veteran death to scheduling error in VA’s new electronic health record system,https://fedscoop.com/va-ehr-patient-death-ig-report-2024/,"The VA Central Ohio Healthcare System experienced a scheduling error within its new electronic health record system, which contributed to the 2022 death of a veteran in Ohio.","A scheduling error within the Department of Veterans Affairs modernized electronic health record system played a role in the 2022 death of a veteran in Ohio, the VA’s Office of the Inspector General charges in a new report. A patient of the VA Centra"
2026-05-12 21:14,FedScoop,"With worries about ‘epidemic of loneliness,’ Rep. Ami Bera shares hope for House AI Task Force",https://fedscoop.com/ami-bera-ai-task-force-healthcare-loneliness/,"Rep. Ami Bera discusses the potential impact of artificial intelligence on healthcare, but does not mention a specific named entity experiencing a disruption or breach.","Loneliness isn’t an issue frequently brought up during Capitol Hill discussions around the development and adoption of artificial intelligence technologies. But it’s one that is of great concern to Rep. Ami Bera, D-Calif., a member of the House’s new"
2026-05-12 21:14,FedScoop,HHS’ Andrea Palm unveils multi-faceted strategy to bolster cybersecurity in healthcare,https://fedscoop.com/video/hhs-andrea-palm-unveils-multi-faceted-strategy-to-bolster-cybersecurity-in-healthcare/,"HHS' strategy to bolster cybersecurity in healthcare does not describe a confirmed cyberattack, breach, or operational disruption at a named healthcare entity.","Andrea Palm, Deputy Secretary for the Department of Health and Human Services (HHS), discussed HHS’s comprehensive strategy to enhance cyber resilience in the healthcare sector. This strategy encompasses four main pillars: establishing cyber performa"
2026-05-12 21:14,FedScoop,HHS maintains deadline for AI transparency requirements in new tech certification rule,https://fedscoop.com/hhs-maintains-ai-transparency-requirement-deadline/,"The article discusses a new rule from HHS requiring developers to meet transparency criteria for health IT that employs artificial intelligence or other algorithms by the end of 2024, but does not describe a confirmed healthcare disruption or breach.","A final Department of Health and Human Services rule will require developers seeking certification for health IT that employs artificial intelligence or other algorithms to meet certain transparency criteria by the end of 2024, despite calls in comme"
2026-05-12 21:14,FedScoop,Ken Kartsen,https://fedscoop.com/bio/ken-kartsen/,"Billy Mitchell is Senior Vice President and Executive Editor of Scoop News Group's editorial brands, overseeing operations, strategy and growth of SNG's award-winning tech publications.","Industry Leadership As Senior Vice President of the Public Sector for Trellix, Ken Kartsen oversees the sales and operations for the company’s largest theatre and verticals inclusive of Federal, State, Local Government, Higher Education, and Healthca"
2026-05-12 21:14,FedScoop,Clare Martorana,https://fedscoop.com/bio/clare-martorana-2/,No factual sentence: article discusses digital transformation and cybersecurity priorities without mentioning a named healthcare entity or operational disruption.,"Golden Gov: Federal Executive of the Year As the federal chief information officer and administrator of the Office of E-Government at the Office of Management and Budget, Martorana has overseen the Biden administration’s most important policies on cy"
2026-05-12 21:14,FedScoop,Jason Gray,https://fedscoop.com/bio/jason-gray-2/,"Jason Gray is the chief information officer at the United States Agency for International Development, but there is no indication of a disruption or breach at this entity.","Federal Leadership Jason Gray is currently the chief information officer at the United States Agency for International Development. In this role, he’s responsible for overseeing systems that are used by thousands of people in USAID offices across the"
2026-05-12 21:14,FedScoop,"Biden issued his historic EO on artificial intelligence. Now comes the hard part, experts say",https://fedscoop.com/biden-issued-his-historic-eo-on-artificial-intelligence-now-comes-the-hard-part-experts-say/,"The article discusses the Biden administration's executive order on artificial intelligence, but does not describe a confirmed healthcare disruption or breach at a named entity.","The full text of the Biden administration’s executive order on artificial intelligence was finally revealed to the public Monday. After months of anticipation, the order demonstrated that, at least in the United States, AI regulation will likely take"
2026-05-12 21:14,FedScoop,VA launches tech sprint for health care innovation required by AI executive order,https://fedscoop.com/va-launches-tech-sprint-required-by-ai-executive-order/,"The Department of Veterans Affairs has launched a $1 million AI tech competition to reduce healthcare worker burnout, but it does not describe a confirmed cyberattack, breach, PHI exposure, drug shortage, device shortage, evacuation, or care stoppage at a named healthcare entity.","Aiming to reduce healthcare worker burnout, the Department of Veterans Affairs has launched a $1 million AI tech competition, part of a broader effort required by President Joe Biden’s newly released executive order on artificial intelligence. The VA"
2026-05-12 21:14,FedScoop,VA to share data with 13 community health systems to improve veteran care,https://fedscoop.com/va-health-systems-data-sharing-pledge/,"The Department of Veterans Affairs is partnering with 13 community health systems to share data and improve veteran care, but no named facility is currently experiencing a disruption or breach.",The Department of Veterans Affairs announced a pledge with more than a dozen healthcare systems Friday to share data in an effort to improve veterans’ care in or outside the VA system. “This pledge will improve Veteran health care by giving us seamle
2026-05-12 21:14,FedScoop,ARPA-H announces up to $50 million for six health data security projects,https://fedscoop.com/arpa-h-invests-50-million-health-data-security/,"The ARPA-H announced funding for six health data security projects, but no specific healthcare entity is mentioned as being affected by the investment.","The latest investment from the Advanced Research Projects Agency for Health (ARPA-H) will direct millions toward projects looking to make advancements in technologies that protect the security of health data. ARPA-H , which sits within the U.S. Depar"
2026-05-12 21:15,FedScoop,"VA, Oracle Cerner expect problem-ridden EHR rollout to resume by summer 2024",https://fedscoop.com/va-oracle-cerner-expect-problem-ridden-ehr-rollout-to-resume-by-summer-2024/,"The Department of Veterans Affairs and Oracle Cerner expect to resume the EHR modernization program in the summer of 2024, after pausing it earlier this year due to significant challenges.",The Department of Veterans Affairs and contractor Oracle Cerner said Wednesday that the department’s electronic health record modernization (EHRM) initiative is likely to be resumed again in the summer of 2024 after taking a pause to course-correct t
2026-05-12 21:15,FedScoop,ARPA-H looks to strengthen US hospital infrastructure in face of continued cyberattacks,https://fedscoop.com/arpa-h-looks-to-strengthen-us-hospital-infrastructure-in-face-of-continued-cyberattacks/,"The Department of Health and Human Services' ARPA-H is launching a Digital Health Security project to protect hospitals from mounting cyberattacks, but this is not a confirmed breach or disruption at a named healthcare entity.",The Department of Health and Human Services’ cutting-edge research agency announced a new initiative to better protect the nation’s hospitals from mounting cyberattacks that can put patients’ lives at risk. Advanced Research Projects Agency for Healt
2026-05-12 21:15,FedScoop,Veterans Affairs CIO ‘cautiously optimistic’ Oracle Cerner can turn around EHR modernization under new contract,https://fedscoop.com/veterans-affairs-cio-cautiously-optimistic-oracle-cerner-can-turn-around-ehr-modernization-under-new-contract/,"The article discusses the Department of Veterans Affairs' contract with Oracle Cerner to modernize its electronic health record system, but does not describe a confirmed healthcare disruption or breach.","Following the recent renegotiation of the Department of Veterans Affairs’ contract with Oracle Cerner to modernize its electronic health record system after a slew of issues forced the VA to pause its rollout, Kurt DelBene, the department’s chief inf"
2026-05-12 21:15,FedScoop,Top Biden tech priorities stalled by misalignment between federal IT teams,https://fedscoop.com/top-biden-tech-priorities-stalled-by-misalignment-between-federal-it-teams/,"The article discusses the lack of prioritization and strategic vision from key technology leaders at the White House's U.S. Digital Service, Office of Management and Budget, and General Services Administration, causing delays in implementing the 21st Century Integrated Digital Experience Act (IDEA Act). The Biden administration is expected to provide further guidance on how to fully implement the IDEA Act's digitization and customer experience sections.","A significant lack of prioritization and strategic vision from key technology leaders at the White House’s U.S. Digital Service, Office of Management and Budget and the General Services Administration has caused massive delays in critical improvement"
2026-05-12 21:15,FedScoop,NextGen to pay $31M in False Claims Act settlement over health record allegations,https://fedscoop.com/nextgen-false-claims-act-settlement/,"NextGen Healthcare Inc. agreed to a $31M settlement over allegations it misrepresented its EHR product and provided unlawful remuneration to users, but the company denies wrongdoing.",The electronic health record vendor NextGen Healthcare Inc. agreed to a multi-million dollar settlement to resolve allegations that it violated federal fraud statute by misrepresenting its product. The $31 million dollar agreement follows allegations
2026-05-12 21:15,FedScoop,Former White House AI policy advisor Dennis Chornenky joins UC Davis Health,https://fedscoop.com/dennis-chornenky-joins-uc-davis-health/,"No factual sentence: no named healthcare entity or impact mentioned, article is about a new appointment and does not describe a disruption.","Dennis Chornenky, former senior advisor on artificial intelligence (AI) and emerging technology for the White House , has been named chief AI advisor to the University of California at Davis academic health center. Chornenky was a senior advisor and "
2026-05-12 21:15,FedScoop,Regulations to govern use of AI in health records could come later this year,https://fedscoop.com/hhs-health-it-division-carving-out-artificial-intelligence-niche/,"The article discusses proposed regulations on AI use in health records, but does not describe a confirmed healthcare disruption or breach at a named entity.",The Office of the National Coordinator for Health Information Technology is leveraging its regulatory powers to mandate a “nutrition label” for artificial intelligence use in the electronic health record systems it vets. While this proposed rule has 
2026-05-12 21:15,FedScoop,Senior lawmaker raises ethics waiver concerns involving VA CIO,https://fedscoop.com/senior-lawmaker-raises-ethics-waiver-concerns-involving-va-cio/,"Rep. Mike Bost is concerned about the lack of a formal process for documenting recusals by VA CIO Kurt DelBene, but no disruption or breach has occurred at a named healthcare entity.",A senior Republican has called on the Department of Veterans Affairs to provide clarification about how the agency documents recusals and ethics waivers held by the agency’s chief information officer and other key officials. In a missive sent on June
2026-05-12 21:15,FedScoop,VA and Oracle Cerner reach agreement on electronic health record contract extension,https://fedscoop.com/va-and-oracle-cerner-agree-contract-extension/,"The Department of Veterans Affairs has struck an agreement with Oracle Cerner following talks to renew a contract for the electronic health record modernization program, which includes new accountability measures to improve system reliability and performance.","The Department of Veterans Affairs has struck an agreement with Oracle Cerner following talks to renew a contract for the electronic health record modernization program. In a statement on Tuesday, the VA said the renegotiated contract “dramatically i"
2026-05-12 21:15,FedScoop,CIO-SP3 procurement extended through October,https://fedscoop.com/cio-sp3-procurement-extended-through-october/,"The CIO-SP3 procurement vehicle has been extended through October, but this is not a disruption as it does not describe an actual care stoppage or supply outage at a named healthcare entity.",The National Institutes of Health’s Information Technology Acquisition and Assessment Center has extended its CIO-SP3 IT procurement vehicle so agencies can continue to place orders through October 29. The new date extends the previous end date by si
2026-05-12 21:15,FedScoop,Americans deserve government tech that delivers,https://fedscoop.com/americans-deserve-government-tech-that-delivers/,"The article discusses government technology and digital delivery of services, but does not describe a confirmed healthcare disruption or breach at a named entity.","As we emerge from the pandemic, millions more Americans have come to rely on digital delivery of services, including those from government. They expect publicly funded technology and websites that they can trust. They want interactions to be simple, "
2026-05-12 21:16,FedScoop,Opportunities for streamlining data access to ease collaboration,https://fedscoop.com/video/opportunities-for-streamlining-data-access-to-ease-collaboration/,"This article discusses government initiatives to make data more accessible and valuable, but does not describe a confirmed healthcare disruption or breach at a named entity.","The government has launched various initiatives to make data more accessible and valuable to constituents and stakeholders. As a result, federal chief information, data and technology officials have had to implement multiple efforts to transform data"
2026-05-12 21:16,FedScoop,HHS issues new cyber incident response resources for healthcare sector,https://fedscoop.com/hhs-issues-new-cyber-incident-response-resources-for-healthcare-sector/,"The Department of Health and Human Security has issued new cybersecurity resources for healthcare companies in response to rising cyberattacks against the sector, but no named entity is affected or impacted by these resources.","The Department of Health and Human Security has issued a raft of new cybersecurity resources for healthcare companies in response to rising cyberattacks against the sector. In an update Monday, the agency’s Health Care Industry Cybersecurity Task For"
2026-05-12 21:16,FedScoop,Department of Veterans Affairs delays EHR rollout at Saginaw Health System,https://fedscoop.com/department-of-veterans-affairs-delays-ehr-rollout-at-saginaw-health-system/,The Department of Veterans Affairs has postponed the implementation of its Oracle Cerner-operated electronic health record system at Saginaw Health System in Michigan due to concerns about readiness.,"The Department of Veterans Affairs has postponed the implementation of its Oracle Cerner-operated electronic health record system at the agency’s Saginaw Health System in Michigan. In an internal memo to staff, Network Director Laura E. Ruzick said t"
2026-05-12 21:16,FedScoop,U.S. public sentiment ranks public sector organizations low on customer experience measures,https://fedscoop.com/u-s-public-sentiment-ranks-public-sector-organizations-low-on-customer-experience-measures/,"This article discusses public sentiment towards public sector organizations and their customer experience, but does not mention any disruptions or breaches at a named healthcare entity.","While some federal agency leaders are making headway on their digital transformation projects, according to a recent study from KPMG, there is still room to grow regarding the end-user experience. The survey sought out public sentiment and ranked 11 "
