date_accessed,source_name,title,url,reason,body_preview
2026-05-12 20:50,CyberScoop,Mattis: Don’t create separate military cyber service,https://cyberscoop.com/mattis-dont-create-separate-military-cyber-service/,"The article discusses a proposed solution to improve the US military's cybersecurity capabilities, but does not describe a confirmed healthcare disruption or breach at a named entity.","The United States should not create a separate military cyber service, former Defense Secretary James Mattis said Wednesday, but rather should establish a way for the Pentagon to operate inside the country in the event of a serious cybersecurity inci"
2026-05-12 20:50,CyberScoop,"Proposed data broker regulations draw industry pushback on anonymized data exceptions, bulk thresholds",https://cyberscoop.com/proposed-data-broker-regulations-draw-industry-pushback-on-anonymized-data-exceptions-bulk-thresholds/,"This article discusses proposed regulations on data brokers, but does not describe a confirmed healthcare disruption or breach at a named entity. The discussion focuses on anonymized data exceptions and bulk thresholds without mentioning any specific healthcare-related issues.","The Biden administration should adopt less-strict standards about what triggers a proposed prohibition on data brokers selling bulk sensitive information to adversarial foreign entities, industry groups argued in public comments due last week. Among "
2026-05-12 20:50,CyberScoop,FTC accuses genetic testing company of exposing sensitive health data,https://cyberscoop.com/ftc-1healthio-health-data-privacy/,"The FTC accused genetic testing company 1health.io of failing to protect sensitive genetic and health data, exposing consumer records on Amazon Web Services.","The Federal Trade Commission on Friday accused the genetic health testing firm 1health.io of failing to protect sensitive genetic and health data, the latest in a series of FTC enforcement actions focused on health data privacy and the first involvin"
2026-05-12 20:50,CyberScoop,Senators push for more frequent medical device cybersecurity guidance from FDA,https://cyberscoop.com/fda-vulnerability-cyber-bill-rosen-young/,No confirmed healthcare disruption or breach at a named entity; legislation proposed to improve medical device cybersecurity guidance from FDA.,"Sens. Jacky Rosen, D-Nev., and Todd Young, R-Ind., are introducing legislation that would require the U.S. Food and Drug Administration to keep federal guidance on medical device security up to date with rapidly evolving cyber threats to the health i"
2026-05-12 20:50,CyberScoop,Hospital hallway robots get patches for potentially serious bugs,https://cyberscoop.com/aethon-tug-robot-vulnerabilities-cynerio/,"Aethon’s TUG robots have been patched for five vulnerabilities that could have allowed attackers to potentially disrupt patient care or capture sensitive information, but there is no evidence the vulnerabilities were ever exploited by attackers.","Rolling robots used at hospitals for a variety of tasks — including transporting medication — have been patched for five vulnerabilities that could have allowed attackers to potentially disrupt patient care or capture sensitive information, researche"
2026-05-12 20:51,CyberScoop,The Cyberspace Solarium Commission pushed some major policies into law. So what now?,https://cyberscoop.com/cyberspace-solarium-commission-csc-2-0/,"The article discusses the transformation of the Cyberspace Solarium Commission into a think tank, but does not describe any confirmed healthcare disruption or breach at a named entity.","A little more than a year removed from its role in advancing some of the most significant cybersecurity legislation ever enacted, the Cyberspace Solarium Commission is transforming into version 2.0 of itself. With some of its key recommendations now "
2026-05-12 20:51,CyberScoop,Forescout acquires medical IoT security company CyberMDX,https://cyberscoop.com/forescout-acquires-medical-iot-security-company-cybermdx/,"Forescout acquires medical IoT security company CyberMDX, but the article does not describe a confirmed cyberattack, breach, or operational disruption at a named healthcare entity. The deal is a merger and acquisition announcement without any impact on current operations.","Silicon Valley cybersecurity company Forescout Technologies said Tuesday that it is acquiring CyberMDX, a medical-device security company known for its research into potential cyberthreats against health care technology. CyberMDX is a natural fit for"
2026-05-12 20:51,CyberScoop,Portuguese media empire struck in the latest cyberattack on news outlets,https://cyberscoop.com/portugal-expresso-sic-impresa-ransowmare-lapsus/,"Impresa Group's Expresso newspaper and SIC TV stations were affected by a cyberattack, with the websites remaining down and ransom demands made.","The websites of the top newspaper and TV station in Portugal remained down Tuesday after a cyberattack that began over the weekend, following in a string of recent attacks on media organizations. Impresa Group said its Expresso newspaper and SIC TV s"
2026-05-12 20:51,CyberScoop,Industry group sounds alarm over ‘Tardigrade’ malware targeting biomanufacturing sector,https://cyberscoop.com/tardigrade-bio-isac-coronavirus-biomanufacturing-bioeconomy/,"BIO-(ISAC) warns of 'Tardigrade' malware targeting biomanufacturing sector, which is a confirmed cyberattack on named healthcare entity (biomanufacturing companies),","A group of likely foreign government-sponsored hackers is behind cyberattacks on two bio-manufacturing companies that occurred this year, using a kind of malware capable of operating with independence within a network, an industry group warned. The B"
2026-05-12 20:51,CyberScoop,Ransomware fueled record year for UK cyber response,https://cyberscoop.com/ransomware-uk-national-cyber-security-centre-annual-report-2021/,"The UK National Cyber Security Centre responded to a record number of digital intrusions in the past year, driven by a surge in ransomware and hackers targeting the health care sector during the COVID-19 pandemic.","The U.K. National Cyber Security Centre fought a record number of digital intrusions in the past year, the agency reported, driven by a surge in ransomware and hackers targeting the health care sector during the COVID-19 pandemic. Over a 12-month per"
2026-05-12 20:51,CyberScoop,"National cyber director declares ‘too soon to say we’re out of the woods,’ as US enjoys dip in ransomware",https://cyberscoop.com/chris-inglis-russia-ransomware-ncd-reagan/,"National cyber director declares ‘too soon to say we’re out of the woods,’ as US enjoys dip in ransomware, but no confirmed breach or disruption at a named healthcare entity.","After a summer marked by big ransomware attacks from suspected Russian gangs, some of those same groups went quiet. National Cyber Director Chris Inglis said Thursday that it’s too early to tell if the trend will hold. “Those attacks have fallen off."
2026-05-12 20:51,CyberScoop,Accellion breach exposed data from patients at major Michigan hospital system,https://cyberscoop.com/accellion-breach-exposed-data-from-patients-at-major-michigan-hospital-system/,"Beaumont Health, a network of health facilities in Michigan, was affected by the Accellion breach, exposing patient data including name, procedure, physician, and medical record number.","A major Michigan hospital system on Friday notified roughly 1,500 patients that their information may have been exposed as a result of a hack against file-sharing service Accellion. The law firm Goodwin Proctor notified Beaumont Health in February th"
2026-05-12 20:51,CyberScoop,Researchers show how to tamper with medication in popular infusion pumps using software flaws,https://cyberscoop.com/mcafee-infusion-pumps-bbraun/,"B. Braun infusion pump equipment has vulnerabilities that could be exploited by hackers to alter medication doses, but the company has disclosed the issues and is working on updates.","McAfee Enterprise researchers on Tuesday said they had found multiple vulnerabilities in infusion pump software that, under certain conditions, a skilled hacker could use to alter a patient’s medication dose to a potentially unsafe level. The vulnera"
2026-05-12 20:54,CyberScoop,Researchers find two dozen bugs in software used in medical and industrial devices,https://cyberscoop.com/microsoft-azure-iot-badalloc-vulnerabilities/,"Microsoft researchers have discovered some two dozen vulnerabilities in software used in medical and industrial devices, but there's no evidence that the vulnerabilities have been exploited.","Microsoft researchers have discovered some two dozen vulnerabilities in software that is embedded in popular medical and industrial devices that an attacker could use to breach those devices, and in some cases cause them to crash. The so-called “BadA"
2026-05-12 20:54,CyberScoop,How alleged Iranian hackers are posing as an Israeli scientist to spy on US medical professionals,https://cyberscoop.com/iran-charming-kitten-medical-proofpoint/,"The article describes a phishing campaign by the Charming Kitten hacking group impersonating an Israeli scientist to spy on US medical professionals, but it does not mention any disruption or breach at a named healthcare entity.","Suspected Iranian hackers have impersonated a well-known Israeli physicist as part of a broader campaign to break into the email accounts of some two-dozen medical researchers in Israel and the U.S., email security firm Proofpoint said Wednesday. The"
2026-05-12 20:54,CyberScoop,"State prosecutors push Facebook, Twitter to do more to slow virus misinformation",https://cyberscoop.com/vaccine-misinformation-coronavirus-facebook-twitter/,"The article discusses a letter sent to Facebook and Twitter by state attorneys general, urging them to take action against vaccine misinformation on their platforms. The letter notes that misinformation has increased vaccine hesitancy and caused unnecessary deaths. However, the article does not mention any specific incident or disruption at a named healthcare entity.","A group of 12 state attorneys general sent a letter on Wednesday to Facebook and Twitter urging them to do more to curtail vaccine misinformation on their platforms. “Misinformation disseminated via your platforms has increased vaccine hesitancy, whi"
2026-05-12 20:54,CyberScoop,COVID-19 vaccine scammers are still lurking,https://cyberscoop.com/covid-19-vaccine-scammers-are-still-lurking/,"Phishing campaigns targeting employees of hospitals and pharmacies rose 189% during the same time period, with hackers attempting to steal credentials from employees at Walgreens, Canada-based Pharmascience, India-based Glenmark Pharmaceuticals and China-based Junshi Biosciences.","Scams looking to take advantage of people attempting to get vaccinated against the coronavirus are alive and well. In the approximately two months since the first COVID-19 vaccines became available in the U.S., vaccine-related phishing campaigns aime"
2026-05-12 20:54,CyberScoop,Scammers exploit COVID-19 vaccine confusion for fraud efforts,https://cyberscoop.com/covid-vaccine-scam-phishing-barracuda-check-point/,"Barracuda Networks reports a 26% increase in vaccine-related spearphishing emails from October to January, but no specific named healthcare entity is mentioned as being affected by the issue.","A confusing, chaotic rush to deliver COVID-19 vaccinations is making cyberspace a more fertile place for pandemic-related scams. Researchers at Barracuda Networks said on Thursday that vaccine-related spearphishing emails rose 26% from October to the"
2026-05-12 20:54,CyberScoop,"Ryuk ransomware develops worm-like capabilities, France warns",https://cyberscoop.com/ryuk-ransomware-develops-worm-like-capabilities-anssi-france/,"France's national cybersecurity agency, ANSSI, has discovered a new sample of Ryuk ransomware with worm-like capabilities, which can spread from machine to machine without human interaction.","A new sample of Ryuk ransomware appears to have worm-like capabilities, according to an analysis from the French National Agency for the Security of Information Systems (ANSSI), France’s national cybersecurity agency. With such worm-like self-replica"
2026-05-12 20:55,CyberScoop,House Dems pressure tech giants over spread of COVID-19 vaccine misinformation,https://cyberscoop.com/covid-19-misinformation-disinformation-social-media-house-democrats/,House Dems pressure tech giants over spread of COVID-19 vaccine misinformation; no disruption reported.,"With reports of COVID-19 vaccine misinformation and disinformation proliferating on tech platforms, Democratic leaders of the House Energy and Commerce Committee on Tuesday said they want answers from the industry’s titans about what they’re doing to"
2026-05-12 20:55,CyberScoop,Social engineering gains momentum with cyber criminals,https://www.fedscoop.com/social-engineering-gains-momentum-cyber-criminals-healthcare-data/,"The article discusses the growing threat of social engineering in healthcare cybersecurity, but does not describe a confirmed breach or disruption at a named healthcare entity.",Ryan Witt is a healthcare cybersecurity leader at Proofpoint with more than 15 years of experience advising healthcare institutions. The COVID-19 pandemic represents the largest public health crisis in a century. As cyber attackers seek to exploit th
2026-05-12 20:55,CyberScoop,Health insurer Excellus penalized $5.1M by HHS for data breach,https://cyberscoop.com/excellus-data-breach-fined-hhs-ocr/,"Excellus, a health insurer in New York, has agreed to pay a $5.1M fine after a data breach exposed sensitive information about over 9 million people between late 2013 and May 2015.",The Department of Health and Human Services says New York health insurer Excellus has agreed to pay a multimillion-dollar penalty after a data breach exposed sensitive information about more than 9 million people between late 2013 and May 2015. The $
2026-05-12 20:55,CyberScoop,Hackers who breached European medical regulator leak vaccine-related data,https://cyberscoop.com/europe-coronavirus-vaccine-ema-hack/,"The European Medicines Agency was breached, with vaccine-related data leaked online, but the agency has not confirmed that the breach affected the efficacy or approval of a COVID-19 vaccine.","Hackers who stole data related to a coronavirus vaccine have leaked it online, a European regulator investigating the breach said Tuesday. An ongoing investigation into the breach found that “some of the unlawfully accessed documents related to COVID"
2026-05-12 20:55,CyberScoop,Singapore says COVID tracing app data is fair game for criminal investigations,https://cyberscoop.com/singapore-coronavirus-app-criminal-investigations/,"Singapore's COVID tracing app data may be used for criminal investigations, raising concerns over potential privacy violations.","Police in Singapore are authorized to use data collected by an application for tracking exposure to the coronavirus for criminal prosecutions, a Singaporean government official said Monday in a move that could draw criticism from civil liberties grou"
2026-05-12 20:55,CyberScoop,"US officials shut down scam websites impersonating Moderna, Regeneron",https://cyberscoop.com/justice-department-coronavirus-scam-moderna/,"The U.S. Justice Department seized two internet domains impersonating Moderna and Regeneron, collecting visitors' personal data as part of a scam.","U.S. Justice Department officials on Friday said they had seized two internet domains purporting to belong to biotechnology firms developing treatments for the coronavirus, but which really were used to collect visitors’ personal data as part of a sc"
2026-05-12 20:55,CyberScoop,"COVID-19 hacking extends to supply chain for controlling vaccine temperature, IBM says",https://cyberscoop.com/coronavirus-vaccine-hacking-ibm/,"IBM researchers detected a global spearphishing campaign targeting companies involved in vaccine storage and transport, with potential access to corporate networks and sensitive information relating to COVID-19 vaccine distribution.","As drug companies turn their attention from the development to the deployment of a coronavirus vaccine, well-resourced hackers are doing the same. IBM researchers on Thursday revealed a global spearphishing campaign they said was aimed at companies i"
2026-05-12 20:55,CyberScoop,"Russian, North Korean hackers targeted COVID-19 vaccine researchers — and some attacks got through, Microsoft says",https://cyberscoop.com/russian-north-korean-hackers-targeted-covid-19-vaccine-researchers-attacks-got-microsoft-says/,"North Korean hackers targeted COVID-19 vaccine researchers, with some attacks successful, at multiple companies in five nations.","Three hacking groups connected to the Russian and North Korean governments targeted COVID-19 vaccine and treatment researchers across five nations in recent months, and some of their attacks were successful, Microsoft said Friday. The hackers went af"
2026-05-12 20:56,CyberScoop,"Flaw in Philippines’ contact-tracing app served up data on 30K health care providers, research finds",https://cyberscoop.com/philippines-coronavirus-app-vulnerability-citizen-lab/,"The Philippines' contact-tracing app contained a flaw that could have allowed access to the names of tens of thousands of healthcare providers, according to new research.","A web and mobile phone application that the Philippines government uses to track coronavirus cases contained a flaw that could have allowed access to the names of tens of thousands of health care providers that use the app in that country, according "
2026-05-12 20:56,CyberScoop,"UK launches cyber-operation against Russian disinformation on COVID-19 vaccine, report says",https://cyberscoop.com/gchq-cyber-operation-russia-covid-19-disinformation/,"The UK's Government Communications Headquarters (GCHQ) is reportedly using digital tools to disrupt Russian attempts to cast doubt about COVID-19 vaccine development, but this is not a confirmed breach or disruption at a named healthcare entity.","The United Kingdom’s equivalent of the National Security Agency is actively trying to disrupt Russian attempts to cast doubt about attempts to develop a reliable coronavirus vaccine, the Times of London reported early Monday . The U.K.’s Government C"
2026-05-12 20:56,CyberScoop,Health sector mobilizes defenses following Ryuk ransomware warning,https://cyberscoop.com/health-care-ransomware-ryuk-hospitals/,"The American Hospital Association is in close touch with government agencies to disseminate threat data to hospitals across the country, and federal officials are urging health care providers to back up their data and expedite patching of technology accessible via the internet.","A day after U.S. federal agencies warned of an “imminent” ransomware threat to hospitals, it’s an all-hands-on deck mentality for a health sector already strained by the coronavirus pandemic. Private threat briefings are being held for hospital execu"
2026-05-12 20:57,CyberScoop,What the FBI did to make headway against COVID-19 research hackers,https://cyberscoop.com/fbi-hacking-coronavirus-research-cyber/,"The FBI is working with the National Security Agency and Department of Homeland Security to improve threat information sharing, but no specific named healthcare entity has been targeted or affected by a confirmed cyberattack, breach, or operational disruption.","As the FBI investigated alleged Chinese hacking of American COVID-19 research, it used information it found in known victims’ networks to identify others who had been victimized or potentially might be, according to a top bureau official. It was just"
2026-05-12 20:57,CyberScoop,"Meet FIN11, a cybercrime outfit going after pharma companies while leaning on extortion",https://cyberscoop.com/fin11-ransomware-pharma-fireeye-cybercrime/,"FIN11, a financially-motivated hacking group, has expanded its range of targets and is using increasingly aggressive ransomware attacks against pharmaceutical companies and other healthcare targets during the COVID-19 pandemic.","Researchers have pieced together details about a newly-identified, financially-motivated hacking group they say is behind bold, large and long-running malware campaigns. And it’s only getting worse: The hackers have expanded their range of targets th"
2026-05-12 20:57,CyberScoop,Hackers exploit Trump’s COVID-19 diagnosis to spread a different kind of virus,https://cyberscoop.com/trump-coronavirus-sickness-hacking-virus/,"Hackers exploit President Donald Trump's COVID-19 diagnosis to spread malware, targeting U.S. and Canadian organizations with emails containing a hyperlink to a malicious Excel spreadsheet.","Opportunistic hackers have seized on President Donald Trump’s illness from COVID-19 to fool email recipients into clicking on malware, researchers found, in what was a quick turnaround from the news that dominated the weekend and beyond. Proofpoint s"
2026-05-12 20:57,CyberScoop,Anthem to pay $39.5 million to states in latest settlement over 2015 hack,https://cyberscoop.com/anthem-2015-hack-millions-settlement/,"Anthem, a US health insurer, has agreed to pay $39.5 million in penalties and fees resulting from a sweeping 2015 cyberattack that exposed data on some 79 million people.","Anthem has agreed to pay $39.5 million in penalties and fees resulting from a sweeping 2015 cyberattack on the health insurer as part of a multi-state settlement, the company announced Wednesday. It’s the latest fallout from a major data breach that "
2026-05-12 20:58,CyberScoop,US medical provider UHS blames ‘security issue’ for major outage,https://cyberscoop.com/uhs-cybersecurity-health-care-incident/,"UHS's IT network was down due to an IT security issue, with no patient data appearing to be compromised.","Computer networks at Universal Health Services, which describes itself as one of the largest health care providers in the U.S., were down Monday due to what the company described as “an IT security issue.” Multiple media outlets, including NBC News ,"
2026-05-12 20:58,CyberScoop,How the government is keeping hackers from disrupting coronavirus vaccine research,https://cyberscoop.com/operation-warp-speed-coronavirus-vaccine-cybersecurity-dds-nsa-dhs-cisa-fbi-hhs/,No impact detected,"Six months ago, as professional sports were postponed indefinitely, schools were shuttering, Tom Hanks was the poster boy for COVID-19, and President Donald Trump addressed a nervous nation, people at the highest levels of the U.S. government became "
2026-05-12 20:58,CyberScoop,Someone duped Twitter verification to spread racist disinformation on US coronavirus vaccine,https://cyberscoop.com/twitter-verification-racist-disinformation-coronavirus-vaccine-iranian-endless-mayfly/,"The article describes a verified Twitter account impersonating a top World Health Organization official spreading racist disinformation on US coronavirus vaccine, but it does not mention any disruption to healthcare services or operations at a named facility.",A verified Twitter account impersonating a top World Health Organization official recently alleged that the Trump administration was going to test a coronavirus vaccine on Black Americans without their knowledge or informed consent. The disinformatio
2026-05-12 20:58,CyberScoop,How scammers use faked news articles to promote coronavirus ‘cures’ that only defraud victims,https://cyberscoop.com/coronavirus-cure-scam-social-media-riskiq/,"This article describes a scam operation using fabricated news articles to promote fake coronavirus cures, but it does not report on any actual healthcare disruption or breach at a named entity.",Scammers are relying on fabricated news articles about the COVID-19 pandemic in an attempt to trick readers into signing up for bunk coronavirus cures. A network of content farm websites — the kind of sites that typically publish false hyperpartisan 
2026-05-12 20:58,CyberScoop,3 strategies for addressing sensitive legal cybersecurity issues,https://cyberscoop.com/cybersecurity-lawyers-nydfs-charles-nerko-daniella-casseres/,"The article discusses the importance of mitigating legal risks when addressing cybersecurity risks, but it does not describe a confirmed cyberattack or breach at a named healthcare entity. The NYDFS's enforcement action against First American Financial is related to a website vulnerability, not a healthcare-related issue.","Three years after enacting one of the most exacting cybersecurity regulations in the United States, the New York State Department of Financial Services (NYDFS) recently filed its first cybersecurity enforcement action. This enforcement action shows t"
2026-05-12 20:58,CyberScoop,Burglars expose Walgreens customer data in a different kind of breach,https://cyberscoop.com/walgreens-robbery-health-data/,"Walgreens, a pharmacy chain, has experienced a data breach exposing customer data from 70,000 customers, with potential impact on their health insurance and vaccination information.","Groups of unidentified thieves broke into multiple Walgreens stores in late May and early June and stole prescription information and other data on some 70,000 customers, a spokesman for the pharmacy chain said Monday. The assailants forced their way"
2026-05-12 20:59,CyberScoop,CISA turns to security experts with street cred to protect health sector,https://cyberscoop.com/dhs-coronavirus-vaccine-hackers-josh-corman-rob-arnold-beau-woods/,The Department of Homeland Security's Cybersecurity and Infrastructure Security Agency is hiring security specialists with strong ties to the health care sector to protect medical organizations from hacking during the coronavirus pandemic.,"The Department of Homeland Security’s cybersecurity agency is ramping up its efforts to protect medical organizations from hacking during the coronavirus pandemic by hiring multiple security specialists with strong ties to the health care sector, Cyb"
2026-05-12 20:59,CyberScoop,Fixing supply chain vulnerabilities should be a team effort,https://cyberscoop.com/iot-security-ripple20-ellen-sundra-forescout/,"The article discusses the need for industry collaboration to address IoT and OT device vulnerabilities, but does not mention a specific named healthcare entity experiencing a disruption. The Ripple20 vulnerabilities are discussed as a general threat, but there is no concrete evidence of a breach or disruption at a healthcare facility.","In the last few weeks, the Ripple20 vulnerabilities have once again brought the challenge of securing IoT and OT devices to the forefront, underscoring the risky supply chain of software and hardware components that serves as the foundation for many "
2026-05-12 20:59,CyberScoop,"US accuses two Chinese hackers of global hacking campaign, targeting coronavirus vaccine research",https://cyberscoop.com/chinese-hackers-accused-targeting-coronavirus-vaccine-research/,"The US accuses two Chinese hackers, Li Xiaoyu and Dong Jiazhi, of stealing data from a range of US targets in the medical and defense sectors, including firms working on a potential coronavirus vaccine.","Two men conspired with Chinese intelligence agencies to steal data from a range of U.S. targets in the medical and defense sectors, including an effort to breach firms working on a potential vaccine for the coronavirus, U.S. Department of Justice off"
2026-05-12 20:59,CyberScoop,"Russian government hackers targeting coronavirus vaccine research, UK, US and Canada warn",https://cyberscoop.com/coronavirus-vaccine-hacking-cozy-bear-apt29/,"The Russian government hacking group APT29 has been targeting coronavirus vaccine research in the UK, US, and Canada, with the goal of breaching programs and gaining intelligence. The hackers used custom malware dubbed 'WellMess' and 'WellMail', which have not previously been linked to APT29 publicly.","The Russian government hacking group known as Cozy Bear or APT29 has been targeting coronavirus vaccine research, U.K., U.S., and Canadian government officials said Thursday morning. The hackers have been trying to breach programs in all three countr"
2026-05-12 20:59,CyberScoop,"In Brazil, scammers see the coronavirus as a serious money-making opportunity",https://cyberscoop.com/brazil-coronavirus-cybercrime-ibm-bolsonaro/,"Brazilian President Jair Bolsonaro's critics say he hasn't taken the impact of the coronavirus seriously. The same can't be said for Brazil's cybercriminals. Scammers have set up new infrastructure to dupe people who are desperate for relief, and have set up bank accounts in their names.","Brazilian President Jair Bolsonaro’s critics say he hasn’t taken the impact of the coronavirus seriously. The same can’t be said for Brazil’s cybercriminals. As deaths from the virus have surged past 66,000 in Brazil , scammers have set up new infras"
2026-05-12 20:59,CyberScoop,"Hackers are still running coronavirus-related campaigns, CrowdStrike warns",https://cyberscoop.com/coronavirus-hacking-disinformation-ransomware-spearphishing/,"CrowdStrike warns of ongoing COVID-19 related spearphishing and disinformation campaigns, targeting healthcare entities and individuals.","Although many municipalities around the world have begun to ease up on stay-at-home orders, hackers are still running spearphishing and disinformation campaigns taking advantage of the pandemic. Adam Meyers, CrowdStrike’s Vice President of Intelligen"
2026-05-12 20:59,CyberScoop,US cyber officials try to channel Liam Neeson in responding to coronavirus threats,https://cyberscoop.com/project-taken-liam-neeson-dhs-cybersecurity-coronavirus/,"The US government is working on a cybersecurity initiative to protect vaccine research and other data from hacking and infiltration, but it does not describe a confirmed breach or disruption at a named healthcare entity.","In early March, as the novel coronavirus swept through the U.S., the Department of Homeland Security’s cybersecurity wing quietly began an initiative that would single out the critical government and private-sector organizations that needed protectio"
2026-05-12 21:00,CyberScoop,"Michigan man accused in 2014 hack of medical center, sale of data on 65,000 people",https://cyberscoop.com/michigan-arrest-hack-medical-2014/,"Justin Sean Johnson hacked into UPMC's database in 2014, stealing data on over 65,000 people and selling it on the dark web.","Federal agents have arrested a 29-year-old Michigan man for allegedly hacking into a medical center in 2014, stealing data on more than 65,000 people and then selling it on the dark web, the Department of Justice announced Thursday. A 43-count indict"
2026-05-12 21:00,CyberScoop,‘Ripple’ effect: Flaws found in protocols impact everything from printers to infusion pumps,https://cyberscoop.com/ripple-treck-vulnerabilities-jsof-forescout/,"Treck Inc.'s software protocols contain 19 vulnerabilities, including two that could allow hackers to remotely commandeer devices, affecting tens of millions of devices worldwide.","Treck Inc. may be one of the most important software companies you’ve never heard of. Engineers at the Cincinnati-based company build networking protocols that end up in everything from HP printers to medical devices made by Baxter International, a F"
